date,option_code,underlying_price,strike,option_type,mid,bid,ask,close_price,volume,open_interest,expiry,days_to_expiry,iv
2025-05-17,OPT_60D_105_put,100.0799,105,put,6.3115,6.2484,6.3746,6.3071,60,31,2025-07-16,60,0.2238
2025-05-17,OPT_60D_110_call,100.0799,110,call,1.1753,1.1636,1.1871,1.185,23,25,2025-07-16,60,0.2568
2025-05-17,OPT_60D_110_put,100.0799,110,put,10.5543,10.4488,10.6599,10.5935,10,19,2025-07-16,60,0.2568
2025-05-17,OPT_60D_120_call,100.0799,120,call,0.3452,0.3402,0.3502,0.3449,95,30,2025-07-16,60,0.2847
2025-05-17,OPT_60D_120_put,100.0799,120,put,19.675,19.4782,19.8717,19.6793,63,3,2025-07-16,60,0.2847
2025-05-17,OPT_60D_80_call,100.0799,80,call,20.5198,20.3146,20.725,20.354,29,14,2025-07-16,60,0.2574
2025-05-17,OPT_60D_80_put,100.0799,80,put,0.0464,0.0414,0.0514,0.0466,89,9,2025-07-16,60,0.2574
2025-05-17,OPT_60D_90_call,100.0799,90,call,11.3795,11.2657,11.4933,11.3736,79,1,2025-07-16,60,0.272
2025-05-17,OPT_60D_90_put,100.0799,90,put,0.8569,0.8483,0.8655,0.8562,58,49,2025-07-16,60,0.272
2025-05-17,OPT_60D_95_call,100.0799,95,call,7.1565,7.0849,7.228,7.198,6,41,2025-07-16,60,0.2383
2025-05-17,OPT_60D_95_put,100.0799,95,put,1.6092,1.5932,1.6253,1.6018,9,45,2025-07-16,60,0.2383
2025-05-17,OPT_90D_100_call,100.0799,100,call,4.8211,4.7728,4.8693,4.8372,8,30,2025-08-15,90,0.223
2025-05-17,OPT_90D_100_put,100.0799,100,put,4.0042,3.9641,4.0442,3.9978,50,43,2025-08-15,90,0.223
2025-05-17,OPT_90D_105_call,100.0799,105,call,2.5026,2.4775,2.5276,2.5264,99,6,2025-08-15,90,0.2106
2025-05-17,OPT_90D_105_put,100.0799,105,put,6.6489,6.5824,6.7153,6.6468,27,19,2025-08-15,90,0.2106
2025-05-17,OPT_90D_110_call,100.0799,110,call,0.9659,0.9562,0.9755,0.9582,90,35,2025-08-15,90,0.1913
2025-05-17,OPT_90D_110_put,100.0799,110,put,10.0753,9.9745,10.1761,9.9956,82,47,2025-08-15,90,0.1913
2025-05-17,OPT_90D_120_call,100.0799,120,call,0.4841,0.4791,0.4891,0.483,25,2,2025-08-15,90,0.2488
2025-05-17,OPT_90D_120_put,100.0799,120,put,19.5199,19.3247,19.7151,19.5342,60,34,2025-08-15,90,0.2488
2025-05-17,OPT_90D_80_call,100.0799,80,call,20.8548,20.6463,21.0634,20.7774,47,2,2025-08-15,90,0.2649
2025-05-17,OPT_90D_80_put,100.0799,80,put,0.1854,0.1804,0.1904,0.1842,14,13,2025-08-15,90,0.2649
2025-05-17,OPT_90D_90_call,100.0799,90,call,11.3266,11.2134,11.4399,11.3219,61,14,2025-08-15,90,0.1993
2025-05-17,OPT_90D_90_put,100.0799,90,put,0.5835,0.5776,0.5893,0.5837,0,0,2025-08-15,90,0.1993
2025-05-17,OPT_90D_95_call,100.0799,95,call,7.3664,7.2927,7.44,7.355,80,28,2025-08-15,90,0.1973
2025-05-17,OPT_90D_95_put,100.0799,95,put,1.5864,1.5705,1.6022,1.5804,51,14,2025-08-15,90,0.1973
2025-05-18,OPT_30D_100_call,100.0536,100,call,2.8615,2.8329,2.8901,2.8631,1,21,2025-06-17,30,0.2371
2025-05-18,OPT_30D_100_put,100.0536,100,put,2.5617,2.536,2.5873,2.56,57,2,2025-06-17,30,0.2371
2025-05-18,OPT_30D_105_call,100.0536,105,call,0.9063,0.8973,0.9154,0.9071,34,36,2025-06-17,30,0.2227
2025-05-18,OPT_30D_105_put,100.0536,105,put,5.5942,5.5382,5.6501,5.5654,65,42,2025-06-17,30,0.2227
2025-05-18,OPT_30D_110_call,100.0536,110,call,0.3416,0.3366,0.3466,0.3446,67,13,2025-06-17,30,0.2483
2025-05-18,OPT_30D_110_put,100.0536,110,put,10.0171,9.917,10.1173,10.0672,44,39,2025-06-17,30,0.2483
2025-05-18,OPT_30D_120_call,100.0536,120,call,0.0164,0.0114,0.0214,0.0164,91,21,2025-06-17,30,0.2514
2025-05-18,OPT_30D_120_put,100.0536,120,put,19.6673,19.4706,19.8639,19.6929,31,29,2025-06-17,30,0.2514
2025-05-18,OPT_30D_80_call,100.0536,80,call,20.2518,20.0493,20.4543,20.0339,12,20,2025-06-17,30,0.247
2025-05-18,OPT_30D_80_put,100.0536,80,put,0.0031,0.0,0.0062,0.0031,75,3,2025-06-17,30,0.247
2025-05-18,OPT_30D_90_call,100.0536,90,call,10.4928,10.3878,10.5977,10.4587,94,33,2025-06-17,30,0.2567
2025-05-18,OPT_30D_90_put,100.0536,90,put,0.2176,0.2126,0.2226,0.2164,59,0,2025-06-17,30,0.2567
2025-05-18,OPT_30D_95_call,100.0536,95,call,6.5252,6.4599,6.5904,6.5483,61,43,2025-06-17,30,0.2885
2025-05-18,OPT_30D_95_put,100.0536,95,put,1.2377,1.2253,1.25,1.2391,72,6,2025-06-17,30,0.2885
2025-05-18,OPT_60D_100_call,100.0536,100,call,4.6156,4.5695,4.6618,4.615,68,7,2025-07-17,60,0.2689
2025-05-18,OPT_60D_100_put,100.0536,100,put,4.0701,4.0294,4.1108,4.0758,48,1,2025-07-17,60,0.2689
2025-05-18,OPT_60D_105_call,100.0536,105,call,2.2569,2.2344,2.2795,2.257,38,1,2025-07-17,60,0.2478
2025-05-18,OPT_60D_105_put,100.0536,105,put,6.6868,6.62,6.7537,6.6839,16,1,2025-07-17,60,0.2478
2025-05-18,OPT_60D_110_call,100.0536,110,call,0.8744,0.8657,0.8832,0.8733,28,45,2025-07-17,60,0.2304
2025-05-18,OPT_60D_110_put,100.0536,110,put,10.2797,10.1769,10.3825,10.3619,11,47,2025-07-17,60,0.2304
2025-05-18,OPT_60D_120_call,100.0536,120,call,0.2023,0.1973,0.2073,0.202,60,41,2025-07-17,60,0.2553
2025-05-18,OPT_60D_120_put,100.0536,120,put,19.5584,19.3628,19.754,19.5479,38,17,2025-07-17,60,0.2553
2025-05-18,OPT_60D_80_call,100.0536,80,call,20.5083,20.3032,20.7134,20.3378,70,34,2025-07-17,60,0.2675
2025-05-18,OPT_60D_80_put,100.0536,80,put,0.0612,0.0562,0.0662,0.0608,43,7,2025-07-17,60,0.2675
2025-05-18,OPT_60D_90_call,100.0536,90,call,10.9997,10.8897,11.1097,10.9828,15,1,2025-07-17,60,0.2296
2025-05-18,OPT_60D_90_put,100.0536,90,put,0.5034,0.4984,0.5084,0.5054,64,31,2025-07-17,60,0.2296
2025-05-18,OPT_60D_95_call,100.0536,95,call,6.9714,6.9017,7.0411,6.9641,40,15,2025-07-17,60,0.2256
2025-05-18,OPT_60D_95_put,100.0536,95,put,1.4505,1.436,1.465,1.4575,36,10,2025-07-17,60,0.2256
2025-05-18,OPT_90D_100_call,100.0536,100,call,3.8749,3.8362,3.9137,3.8694,99,44,2025-08-16,90,0.1756
2025-05-18,OPT_90D_100_put,100.0536,100,put,3.0843,3.0535,3.1152,3.1013,62,10,2025-08-16,90,0.1756
2025-05-18,OPT_90D_105_call,100.0536,105,call,3.5401,3.5047,3.5755,3.5319,47,27,2025-08-16,90,0.2656
2025-05-18,OPT_90D_105_put,100.0536,105,put,7.7127,7.6356,7.7898,7.7086,22,48,2025-08-16,90,0.2656
2025-05-18,OPT_90D_110_call,100.0536,110,call,1.5619,1.5463,1.5775,1.5655,53,43,2025-08-16,90,0.2324
2025-05-18,OPT_90D_110_put,100.0536,110,put,10.6976,10.5907,10.8046,10.7141,12,39,2025-08-16,90,0.2324
2025-05-18,OPT_90D_120_call,100.0536,120,call,0.2985,0.2935,0.3035,0.2994,94,7,2025-08-16,90,0.2231
2025-05-18,OPT_90D_120_put,100.0536,120,put,19.3605,19.1669,19.5541,19.3248,46,49,2025-08-16,90,0.2231
2025-05-18,OPT_90D_80_call,100.0536,80,call,20.749,20.5415,20.9565,20.6251,55,27,2025-08-16,90,0.24
2025-05-18,OPT_90D_80_put,100.0536,80,put,0.1058,0.1008,0.1108,0.1059,76,41,2025-08-16,90,0.24
2025-05-18,OPT_90D_90_call,100.0536,90,call,11.2287,11.1164,11.341,11.1982,25,9,2025-08-16,90,0.1914
2025-05-18,OPT_90D_90_put,100.0536,90,put,0.5118,0.5067,0.5169,0.5114,27,48,2025-08-16,90,0.1914
2025-05-18,OPT_90D_95_call,100.0536,95,call,7.6676,7.5909,7.7443,7.5917,58,6,2025-08-16,90,0.2171
2025-05-18,OPT_90D_95_put,100.0536,95,put,1.9139,1.8947,1.933,1.921,44,31,2025-08-16,90,0.2171
2025-05-19,OPT_30D_100_call,100.0845,100,call,3.2744,3.2416,3.3071,3.2262,62,46,2025-06-18,30,0.2719
2025-05-19,OPT_30D_100_put,100.0845,100,put,2.9436,2.9141,2.973,2.9433,68,36,2025-06-18,30,0.2719
2025-05-19,OPT_30D_105_call,100.0845,105,call,1.1934,1.1815,1.2054,1.1888,29,17,2025-06-18,30,0.2525
2025-05-19,OPT_30D_105_put,100.0845,105,put,5.8503,5.7918,5.9088,5.8622,80,13,2025-06-18,30,0.2525
2025-05-19,OPT_30D_110_call,100.0845,110,call,0.5278,0.5225,0.5331,0.5291,29,0,2025-06-18,30,0.2802
2025-05-19,OPT_30D_110_put,100.0845,110,put,10.1724,10.0706,10.2741,10.2092,74,7,2025-06-18,30,0.2802
2025-05-19,OPT_30D_120_call,100.0845,120,call,0.0345,0.0295,0.0395,0.0346,65,38,2025-06-18,30,0.2751
2025-05-19,OPT_30D_120_put,100.0845,120,put,19.6544,19.4579,19.851,19.7286,84,30,2025-06-18,30,0.2751
2025-05-19,OPT_30D_80_call,100.0845,80,call,20.2842,20.0813,20.487,20.1044,28,10,2025-06-18,30,0.2638
2025-05-19,OPT_30D_80_put,100.0845,80,put,0.0038,0.0,0.0076,0.0038,76,19,2025-06-18,30,0.2638
2025-05-19,OPT_30D_90_call,100.0845,90,call,10.4059,10.3018,10.5099,10.5691,57,43,2025-06-18,30,0.2185
2025-05-19,OPT_30D_90_put,100.0845,90,put,0.0997,0.0947,0.1047,0.0997,82,38,2025-06-18,30,0.2185
2025-05-19,OPT_30D_95_call,100.0845,95,call,6.3509,6.2874,6.4144,6.3685,20,5,2025-06-18,30,0.266
2025-05-19,OPT_30D_95_put,100.0845,95,put,1.0324,1.0221,1.0427,1.0329,85,21,2025-06-18,30,0.266
2025-05-19,OPT_60D_100_call,100.0845,100,call,4.05,4.0095,4.0905,4.0628,97,30,2025-07-18,60,0.2327
2025-05-19,OPT_60D_100_put,100.0845,100,put,3.4735,3.4388,3.5082,3.452,35,32,2025-07-18,60,0.2327
2025-05-19,OPT_60D_105_call,100.0845,105,call,1.2313,1.219,1.2436,1.2324,58,31,2025-07-18,60,0.1765
2025-05-19,OPT_60D_105_put,100.0845,105,put,5.6302,5.5739,5.6865,5.6361,24,35,2025-07-18,60,0.1765
2025-05-19,OPT_60D_110_call,100.0845,110,call,0.8541,0.8455,0.8626,0.8561,55,26,2025-07-18,60,0.2279
2025-05-19,OPT_60D_110_put,100.0845,110,put,10.2284,10.1261,10.3307,10.2543,14,38,2025-07-18,60,0.2279
2025-05-19,OPT_60D_120_call,100.0845,120,call,0.1491,0.1441,0.1541,0.1478,28,6,2025-07-18,60,0.2408
2025-05-19,OPT_60D_120_put,100.0845,120,put,19.4743,19.2795,19.669,19.4232,74,15,2025-07-18,60,0.2408
2025-05-19,OPT_60D_80_call,100.0845,80,call,20.5061,20.301,20.7111,20.4157,7,20,2025-07-18,60,0.2409
2025-05-19,OPT_60D_80_put,100.0845,80,put,0.028,0.023,0.033,0.0279,34,5,2025-07-18,60,0.2409
2025-05-19,OPT_60D_90_call,100.0845,90,call,11.068,10.9573,11.1786,10.9632,7,25,2025-07-18,60,0.2349
2025-05-19,OPT_60D_90_put,100.0845,90,put,0.5407,0.5353,0.5461,0.5413,79,35,2025-07-18,60,0.2349
2025-05-19,OPT_60D_95_call,100.0845,95,call,6.7294,6.6621,6.7967,6.7037,23,14,2025-07-18,60,0.2047
2025-05-19,OPT_60D_95_put,100.0845,95,put,1.1775,1.1658,1.1893,1.1824,32,23,2025-07-18,60,0.2047
2025-05-19,OPT_90D_100_call,100.0845,100,call,4.9909,4.941,5.0408,4.9764,49,19,2025-08-17,90,0.2315
2025-05-19,OPT_90D_100_put,100.0845,100,put,4.1694,4.1277,4.2111,4.1991,0,8,2025-08-17,90,0.2315
2025-05-19,OPT_90D_105_call,100.0845,105,call,3.1565,3.125,3.1881,3.1718,96,38,2025-08-17,90,0.245
2025-05-19,OPT_90D_105_put,100.0845,105,put,7.2982,7.2252,7.3711,7.3433,95,35,2025-08-17,90,0.245
2025-05-19,OPT_90D_110_call,100.0845,110,call,1.3043,1.2913,1.3174,1.3023,78,32,2025-08-17,90,0.215
2025-05-19,OPT_90D_110_put,100.0845,110,put,10.4091,10.305,10.5132,10.4018,95,25,2025-08-17,90,0.215
2025-05-19,OPT_90D_120_call,100.0845,120,call,0.2931,0.2881,0.2981,0.291,20,18,2025-08-17,90,0.2219
2025-05-19,OPT_90D_120_put,100.0845,120,put,19.3242,19.1309,19.5174,19.1023,36,2,2025-08-17,90,0.2219
2025-05-19,OPT_90D_80_call,100.0845,80,call,20.7642,20.5565,20.9718,20.7642,4,13,2025-08-17,90,0.2341
2025-05-19,OPT_90D_80_put,100.0845,80,put,0.0901,0.0851,0.0951,0.0901,70,3,2025-08-17,90,0.2341
2025-05-19,OPT_90D_90_call,100.0845,90,call,11.8189,11.7007,11.9371,11.7677,31,5,2025-08-17,90,0.2439
2025-05-19,OPT_90D_90_put,100.0845,90,put,1.0711,1.0604,1.0818,1.0639,84,15,2025-08-17,90,0.2439
2025-05-19,OPT_90D_95_call,100.0845,95,call,7.5762,7.5004,7.6519,7.5861,43,45,2025-08-17,90,0.2101
2025-05-19,OPT_90D_95_put,100.0845,95,put,1.7915,1.7736,1.8094,1.7932,37,48,2025-08-17,90,0.2101
2025-05-20,OPT_30D_100_call,99.9657,100,call,2.9519,2.9223,2.9814,2.9495,11,25,2025-06-19,30,0.2491
2025-05-20,OPT_30D_100_put,99.9657,100,put,2.7399,2.7125,2.7673,2.7501,1,18,2025-06-19,30,0.2491
2025-05-20,OPT_30D_105_call,99.9657,105,call,1.1373,1.126,1.1487,1.136,49,20,2025-06-19,30,0.25
2025-05-20,OPT_30D_105_put,99.9657,105,put,5.9131,5.854,5.9722,5.8837,53,29,2025-06-19,30,0.25
2025-05-20,OPT_30D_110_call,99.9657,110,call,0.3991,0.3941,0.4041,0.3986,96,25,2025-06-19,30,0.2608
2025-05-20,OPT_30D_110_put,99.9657,110,put,10.1626,10.0609,10.2642,10.1026,77,38,2025-06-19,30,0.2608
2025-05-20,OPT_30D_120_call,99.9657,120,call,0.0453,0.0403,0.0503,0.0454,12,0,2025-06-19,30,0.2871
2025-05-20,OPT_30D_120_put,99.9657,120,put,19.7841,19.5863,19.982,19.7861,77,40,2025-06-19,30,0.2871
2025-05-20,OPT_30D_80_call,99.9657,80,call,20.1714,19.9696,20.3731,20.2043,21,32,2025-06-19,30,0.2938
2025-05-20,OPT_30D_80_put,99.9657,80,put,0.0087,0.0037,0.0137,0.0087,47,44,2025-06-19,30,0.2938
2025-05-20,OPT_30D_90_call,99.9657,90,call,10.4822,10.3774,10.587,10.426,60,14,2025-06-19,30,0.2746
2025-05-20,OPT_30D_90_put,99.9657,90,put,0.2949,0.2899,0.2999,0.2955,73,15,2025-06-19,30,0.2746
2025-05-20,OPT_30D_95_call,99.9657,95,call,6.0571,5.9965,6.1177,6.0211,71,9,2025-06-19,30,0.2423
2025-05-20,OPT_30D_95_put,99.9657,95,put,0.8575,0.8489,0.8661,0.8645,89,14,2025-06-19,30,0.2423
2025-05-20,OPT_60D_100_call,99.9657,100,call,3.5191,3.484,3.5543,3.5195,96,3,2025-07-19,60,0.2037
2025-05-20,OPT_60D_100_put,99.9657,100,put,3.0615,3.0309,3.0922,3.0651,36,11,2025-07-19,60,0.2037
2025-05-20,OPT_60D_105_call,99.9657,105,call,1.9522,1.9327,1.9718,1.9491,62,39,2025-07-19,60,0.2294
2025-05-20,OPT_60D_105_put,99.9657,105,put,6.47,6.4053,6.5347,6.4341,81,31,2025-07-19,60,0.2294
2025-05-20,OPT_60D_110_call,99.9657,110,call,0.9921,0.9822,1.0021,1.0,25,17,2025-07-19,60,0.2427
2025-05-20,OPT_60D_110_put,99.9657,110,put,10.4853,10.3805,10.5902,10.4321,91,14,2025-07-19,60,0.2427
2025-05-20,OPT_60D_120_call,99.9657,120,call,0.2225,0.2175,0.2275,0.2225,70,3,2025-07-19,60,0.2611
2025-05-20,OPT_60D_120_put,99.9657,120,put,19.6666,19.4699,19.8632,19.5844,13,47,2025-07-19,60,0.2611
2025-05-20,OPT_60D_80_call,99.9657,80,call,20.3824,20.1786,20.5862,20.324,1,14,2025-07-19,60,0.2343
2025-05-20,OPT_60D_80_put,99.9657,80,put,0.0232,0.0182,0.0282,0.0232,34,18,2025-07-19,60,0.2343
2025-05-20,OPT_60D_90_call,99.9657,90,call,11.2518,11.1393,11.3643,11.2611,84,1,2025-07-19,60,0.2687
2025-05-20,OPT_60D_90_put,99.9657,90,put,0.8434,0.835,0.8518,0.8436,89,39,2025-07-19,60,0.2687
2025-05-20,OPT_60D_95_call,99.9657,95,call,6.9946,6.9246,7.0645,7.0467,39,15,2025-07-19,60,0.2324
2025-05-20,OPT_60D_95_put,99.9657,95,put,1.5616,1.546,1.5772,1.5608,74,23,2025-07-19,60,0.2324
2025-05-20,OPT_90D_100_call,99.9657,100,call,4.1929,4.1509,4.2348,4.2025,43,29,2025-08-18,90,0.1942
2025-05-20,OPT_90D_100_put,99.9657,100,put,3.4902,3.4553,3.5251,3.4935,98,9,2025-08-18,90,0.1942
2025-05-20,OPT_90D_105_call,99.9657,105,call,2.511,2.4859,2.5361,2.5164,75,8,2025-08-18,90,0.2133
2025-05-20,OPT_90D_105_put,99.9657,105,put,6.7715,6.7038,6.8392,6.7722,47,35,2025-08-18,90,0.2133
2025-05-20,OPT_90D_110_call,99.9657,110,call,1.6865,1.6696,1.7033,1.6756,66,8,2025-08-18,90,0.2418
2025-05-20,OPT_90D_110_put,99.9657,110,put,10.9101,10.801,11.0192,10.9911,49,0,2025-08-18,90,0.2418
2025-05-20,OPT_90D_120_call,99.9657,120,call,0.3932,0.3882,0.3982,0.3907,32,42,2025-08-18,90,0.2381
2025-05-20,OPT_90D_120_put,99.9657,120,put,19.5431,19.3477,19.7386,19.6022,72,4,2025-08-18,90,0.2381
2025-05-20,OPT_90D_80_call,99.9657,80,call,20.7758,20.5681,20.9836,20.6088,50,33,2025-08-18,90,0.2728
2025-05-20,OPT_90D_80_put,99.9657,80,put,0.2206,0.2156,0.2256,0.2208,7,13,2025-08-18,90,0.2728
2025-05-20,OPT_90D_90_call,99.9657,90,call,11.4837,11.3689,11.5986,11.5626,54,21,2025-08-18,90,0.2238
2025-05-20,OPT_90D_90_put,99.9657,90,put,0.8548,0.8462,0.8633,0.8487,4,42,2025-08-18,90,0.2238
2025-05-20,OPT_90D_95_call,99.9657,95,call,7.672,7.5953,7.7487,7.6555,96,9,2025-08-18,90,0.2212
2025-05-20,OPT_90D_95_put,99.9657,95,put,2.0062,1.9861,2.0262,2.0121,95,49,2025-08-18,90,0.2212
2025-05-21,OPT_30D_100_call,99.9271,100,call,3.059,3.0284,3.0896,3.0444,22,1,2025-06-20,30,0.2603
2025-05-21,OPT_30D_100_put,99.9271,100,put,2.8857,2.8568,2.9145,2.8798,95,29,2025-06-20,30,0.2603
2025-05-21,OPT_30D_105_call,99.9271,105,call,1.3575,1.3439,1.3711,1.3709,51,37,2025-06-20,30,0.274
2025-05-21,OPT_30D_105_put,99.9271,105,put,6.1719,6.1101,6.2336,6.1236,28,17,2025-06-20,30,0.274
2025-05-21,OPT_30D_110_call,99.9271,110,call,0.3764,0.3714,0.3814,0.3782,78,23,2025-06-20,30,0.2574
2025-05-21,OPT_30D_110_put,99.9271,110,put,10.1785,10.0767,10.2803,10.1046,59,9,2025-06-20,30,0.2574
2025-05-21,OPT_30D_120_call,99.9271,120,call,0.0239,0.0189,0.0289,0.024,20,3,2025-06-20,30,0.2646
2025-05-21,OPT_30D_120_put,99.9271,120,put,19.8013,19.6033,19.9993,19.7597,6,47,2025-06-20,30,0.2646
2025-05-21,OPT_30D_80_call,99.9271,80,call,20.1269,19.9256,20.3281,20.3382,11,14,2025-06-20,30,0.2634
2025-05-21,OPT_30D_80_put,99.9271,80,put,0.0039,0.0,0.0078,0.0039,39,45,2025-06-20,30,0.2634
2025-05-21,OPT_30D_90_call,99.9271,90,call,10.3438,10.2404,10.4473,10.4122,39,37,2025-06-20,30,0.2482
2025-05-21,OPT_30D_90_put,99.9271,90,put,0.1951,0.1901,0.2001,0.1933,78,12,2025-06-20,30,0.2482
2025-05-21,OPT_30D_95_call,99.9271,95,call,6.3569,6.2933,6.4205,6.2943,65,12,2025-06-20,30,0.2804
2025-05-21,OPT_30D_95_put,99.9271,95,put,1.1959,1.1839,1.2079,1.2012,19,45,2025-06-20,30,0.2804
2025-05-21,OPT_60D_100_call,99.9271,100,call,3.6778,3.641,3.7146,3.6903,74,42,2025-07-20,60,0.2149
2025-05-21,OPT_60D_100_put,99.9271,100,put,3.2588,3.2262,3.2914,3.2401,42,15,2025-07-20,60,0.2149
2025-05-21,OPT_60D_105_call,99.9271,105,call,2.4077,2.3837,2.4318,2.3959,81,9,2025-07-20,60,0.2608
2025-05-21,OPT_60D_105_put,99.9271,105,put,6.9641,6.8945,7.0338,6.9914,80,49,2025-07-20,60,0.2608
2025-05-21,OPT_60D_110_call,99.9271,110,call,0.8772,0.8685,0.886,0.8746,59,33,2025-07-20,60,0.2328
2025-05-21,OPT_60D_110_put,99.9271,110,put,10.409,10.305,10.5131,10.4831,7,27,2025-07-20,60,0.2328
2025-05-21,OPT_60D_120_call,99.9271,120,call,0.0954,0.0904,0.1004,0.0956,78,29,2025-07-20,60,0.2248
2025-05-21,OPT_60D_120_put,99.9271,120,put,19.578,19.3822,19.7738,19.6417,29,35,2025-07-20,60,0.2248
2025-05-21,OPT_60D_80_call,99.9271,80,call,20.3236,20.1203,20.5268,20.3438,81,41,2025-07-20,60,0.1893
2025-05-21,OPT_60D_80_put,99.9271,80,put,0.004,0.0,0.008,0.004,77,32,2025-07-20,60,0.1893
2025-05-21,OPT_60D_90_call,99.9271,90,call,10.79,10.6821,10.8979,10.6941,42,1,2025-07-20,60,0.2163
2025-05-21,OPT_60D_90_put,99.9271,90,put,0.4202,0.4152,0.4252,0.4209,12,38,2025-07-20,60,0.2163
2025-05-21,OPT_60D_95_call,99.9271,95,call,6.8474,6.7789,6.9158,6.8485,97,11,2025-07-20,60,0.2233
2025-05-21,OPT_60D_95_put,99.9271,95,put,1.453,1.4384,1.4675,1.4451,23,0,2025-07-20,60,0.2233
2025-05-21,OPT_90D_100_call,99.9271,100,call,4.973,4.9233,5.0228,4.9924,72,28,2025-08-19,90,0.235
2025-05-21,OPT_90D_100_put,99.9271,100,put,4.309,4.2659,4.3521,4.3088,38,8,2025-08-19,90,0.235
2025-05-21,OPT_90D_105_call,99.9271,105,call,2.9977,2.9678,3.0277,3.0082,38,1,2025-08-19,90,0.2399
2025-05-21,OPT_90D_105_put,99.9271,105,put,7.2968,7.2239,7.3698,7.3278,83,0,2025-08-19,90,0.2399
2025-05-21,OPT_90D_110_call,99.9271,110,call,1.0146,1.0045,1.0248,1.0128,70,40,2025-08-19,90,0.197
2025-05-21,OPT_90D_110_put,99.9271,110,put,10.2769,10.1741,10.3797,10.3026,5,25,2025-08-19,90,0.197
2025-05-21,OPT_90D_120_call,99.9271,120,call,0.3478,0.3428,0.3528,0.349,17,40,2025-08-19,90,0.232
2025-05-21,OPT_90D_120_put,99.9271,120,put,19.5364,19.341,19.7317,19.5775,55,19,2025-08-19,90,0.232
2025-05-21,OPT_90D_80_call,99.9271,80,call,20.5488,20.3433,20.7543,20.5094,51,25,2025-08-19,90,0.2009
2025-05-21,OPT_90D_80_put,99.9271,80,put,0.0322,0.0272,0.0372,0.0322,36,46,2025-08-19,90,0.2009
2025-05-21,OPT_90D_90_call,99.9271,90,call,11.6163,11.5001,11.7324,11.6678,71,23,2025-08-19,90,0.2381
2025-05-21,OPT_90D_90_put,99.9271,90,put,1.0259,1.0157,1.0362,1.0271,72,43,2025-08-19,90,0.2381
2025-05-21,OPT_90D_95_call,99.9271,95,call,7.9017,7.8227,7.9808,7.9349,19,17,2025-08-19,90,0.2364
2025-05-21,OPT_90D_95_put,99.9271,95,put,2.2745,2.2518,2.2973,2.2675,33,48,2025-08-19,90,0.2364
2025-05-22,OPT_30D_100_call,99.8876,100,call,2.9128,2.8837,2.942,2.888,68,16,2025-06-21,30,0.2493
2025-05-22,OPT_30D_100_put,99.8876,100,put,2.779,2.7512,2.8068,2.7768,94,32,2025-06-21,30,0.2493
2025-05-22,OPT_30D_105_call,99.8876,105,call,1.11,1.0989,1.1211,1.1162,19,20,2025-06-21,30,0.2493
2025-05-22,OPT_30D_105_put,99.8876,105,put,5.9638,5.9042,6.0235,6.007,75,5,2025-06-21,30,0.2493
2025-05-22,OPT_30D_110_call,99.8876,110,call,0.2939,0.2889,0.2989,0.2925,43,49,2025-06-21,30,0.242
2025-05-22,OPT_30D_110_put,99.8876,110,put,10.1354,10.0341,10.2368,10.1371,17,48,2025-06-21,30,0.242
2025-05-22,OPT_30D_120_call,99.8876,120,call,0.0144,0.0094,0.0194,0.0143,73,35,2025-06-21,30,0.2497
2025-05-22,OPT_30D_120_put,99.8876,120,put,19.8313,19.633,20.0296,19.7396,42,17,2025-06-21,30,0.2497
2025-05-22,OPT_30D_80_call,99.8876,80,call,20.0859,19.8851,20.2868,20.1556,67,39,2025-06-21,30,0.2475
2025-05-22,OPT_30D_80_put,99.8876,80,put,0.0032,0.0,0.0063,0.0032,25,31,2025-06-21,30,0.2475
2025-05-22,OPT_30D_90_call,99.8876,90,call,10.4588,10.3542,10.5634,10.4725,90,0,2025-06-21,30,0.2854
2025-05-22,OPT_30D_90_put,99.8876,90,put,0.3496,0.3446,0.3546,0.3489,54,14,2025-06-21,30,0.2854
2025-05-22,OPT_30D_95_call,99.8876,95,call,6.174,6.1123,6.2358,6.1422,62,16,2025-06-21,30,0.2632
2025-05-22,OPT_30D_95_put,99.8876,95,put,1.0525,1.042,1.063,1.0454,73,20,2025-06-21,30,0.2632
2025-05-22,OPT_60D_100_call,99.8876,100,call,3.6365,3.6002,3.6729,3.6161,59,43,2025-07-21,60,0.2136
2025-05-22,OPT_60D_100_put,99.8876,100,put,3.2571,3.2245,3.2896,3.2421,94,5,2025-07-21,60,0.2136
2025-05-22,OPT_60D_105_call,99.8876,105,call,2.2009,2.1789,2.2229,2.2047,20,29,2025-07-21,60,0.2479
2025-05-22,OPT_60D_105_put,99.8876,105,put,6.7968,6.7289,6.8648,6.8324,40,0,2025-07-21,60,0.2479
2025-05-22,OPT_60D_110_call,99.8876,110,call,1.1862,1.1743,1.1981,1.1771,45,47,2025-07-21,60,0.2612
2025-05-22,OPT_60D_110_put,99.8876,110,put,10.7575,10.6499,10.8651,10.7852,39,41,2025-07-21,60,0.2612
2025-05-22,OPT_60D_120_call,99.8876,120,call,0.1843,0.1793,0.1893,0.1834,97,5,2025-07-21,60,0.2527
2025-05-22,OPT_60D_120_put,99.8876,120,put,19.7065,19.5094,19.9035,19.7041,9,37,2025-07-21,60,0.2527
2025-05-22,OPT_60D_80_call,99.8876,80,call,20.2907,20.0878,20.4936,20.2247,20,24,2025-07-21,60,0.2114
